Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 343      |
|    ep_rew_mean     | 288      |
| time/              |          |
|    fps             | 926      |
|    iterations      | 204      |
|    time_elapsed    | 563      |
|    total_timesteps | 522240   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | 287          |
| time/                   |              |
|    fps                  | 927          |
|    iterations           | 205          |
|    time_elapsed         | 566          |
|    total_timesteps      | 524800       |
| train/                  |              |
|    approx_kl            | 0.0010432184 |
|    clip_fraction        | 0.0734       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.03        |
|    explained_variance   | 0.626        |
|    learning_rate        | 5e-05        |
|    loss                 | 51.9         |
|    n_updates            | 4080         |
|    policy_gradient_loss | -0.00177     |
|    std                  | 0.672        |
|    value_loss           | 74.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 343          |
|    ep_rew_mean          | 292          |
| time/                   |              |
|    fps                  | 927          |
|    iterations           | 206          |
|    time_elapsed         | 568          |
|    total_timesteps      | 527360       |
| train/                  |              |
|    approx_kl            | 0.0022570144 |
|    clip_fraction        | 0.0842       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.03        |
|    explained_variance   | 0.615        |
|    learning_rate        | 5e-05        |
|    loss                 | 47.2         |
|    n_updates            | 4100         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.672        |
|    value_loss           | 87.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 341          |
|    ep_rew_mean          | 289          |
| time/                   |              |
|    fps                  | 927          |
|    iterations           | 207          |
|    time_elapsed         | 571          |
|    total_timesteps      | 529920       |
| train/                  |              |
|    approx_kl            | 0.0011860868 |
|    clip_fraction        | 0.0956       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.03        |
|    explained_variance   | 0.762        |
|    learning_rate        | 5e-05        |
|    loss                 | 31.9         |
|    n_updates            | 4120         |
|    policy_gradient_loss | -0.000822    |
|    std                  | 0.672        |
|    value_loss           | 62.9         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.00755     |
|    crash                | 0.185       |
|    max_step             | 0           |
|    mean_ep_length       | 116         |
|    mean_reward          | 146         |
|    num_episodes         | 5           |
|    out_of_road          | 0.992       |
|    raw_action           | 0.46396667  |
|    route_completion     | 0.326       |
|    success_rate         | 0           |
|    total_cost           | 3.9         |
| time/                   |             |
|    total_timesteps      | 530000      |
| train/                  |             |
|    approx_kl            | 0.013323605 |
|    clip_fraction        | 0.158       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.03       |
|    explained_variance   | 0.668       |
|    learning_rate        | 5e-05       |
|    loss                 | 34.8        |
|    n_updates            | 4140        |
|    policy_gradient_loss | 0.000927    |
|    std                  | 0.672       |
|    value_loss           | 69.6        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 340      |
|    ep_rew_mean     | 288      |
| time/              |          |
|    fps             | 925      |
|    iterations      | 208      |
|    time_elapsed    | 575      |
|    total_timesteps | 532480   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | 294         |
| time/                   |             |
|    fps                  | 926         |
|    iterations           | 209         |
|    time_elapsed         | 577         |
|    total_timesteps      | 535040      |
| train/                  |             |
|    approx_kl            | 0.004103573 |
|    clip_fraction        | 0.142       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.03       |
|    explained_variance   | 0.696       |
|    learning_rate        | 5e-05       |
|    loss                 | 38.4        |
|    n_updates            | 4160        |
|    policy_gradient_loss | -0.000137   |
|    std                  | 0.672       |
|    value_loss           | 71.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 343          |
|    ep_rew_mean          | 292          |
| time/                   |              |
|    fps                  | 926          |
|    iterations           | 210          |
|    time_elapsed         | 580          |
|    total_timesteps      | 537600       |
| train/                  |              |
|    approx_kl            | 0.0034457308 |
|    clip_fraction        | 0.0916       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.03        |
|    explained_variance   | 0.694        |
|    learning_rate        | 5e-05        |
|    loss                 | 35           |
|    n_updates            | 4180         |
|    policy_gradient_loss | -0.00509     |
|    std                  | 0.671        |
|    value_loss           | 78.8         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00741      |
|    crash                | 0.181        |
|    max_step             | 0            |
|    mean_ep_length       | 143          |
|    mean_reward          | 158          |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.4667031    |
|    route_completion     | 0.328        |
|    success_rate         | 0            |
|    total_cost           | 3.88         |
| time/                   |              |
|    total_timesteps      | 540000       |
| train/                  |              |
|    approx_kl            | 0.0019082049 |
|    clip_fraction        | 0.11         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.02        |
|    explained_variance   | 0.768        |
|    learning_rate        | 5e-05        |
|    loss                 | 48.4         |
|    n_updates            | 4200         |
|    policy_gradient_loss | -0.00214     |
|    std                  | 0.67         |
|    value_loss           | 92.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 344      |
|    ep_rew_mean     | 293      |
| time/              |          |
|    fps             | 924      |
|    iterations      | 211      |
|    time_elapsed    | 584      |
|    total_timesteps | 540160   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 339          |
|    ep_rew_mean          | 288          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 212          |
|    time_elapsed         | 586          |
|    total_timesteps      | 542720       |
| train/                  |              |
|    approx_kl            | 0.0019408108 |
|    clip_fraction        | 0.115        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.02        |
|    explained_variance   | 0.842        |
|    learning_rate        | 5e-05        |
|    loss                 | 22.7         |
|    n_updates            | 4220         |
|    policy_gradient_loss | -0.00124     |
|    std                  | 0.671        |
|    value_loss           | 61.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 339          |
|    ep_rew_mean          | 287          |
| time/                   |              |
|    fps                  | 925          |
|    iterations           | 213          |
|    time_elapsed         | 589          |
|    total_timesteps      | 545280       |
| train/                  |              |
|    approx_kl            | 0.0031148642 |
|    clip_fraction        | 0.153        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.02        |
|    explained_variance   | 0.857        |
|    learning_rate        | 5e-05        |
|    loss                 | 37.8         |
|    n_updates            | 4240         |
|    policy_gradient_loss | -0.000209    |
|    std                  | 0.669        |
|    value_loss           | 73.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 336          |
|    ep_rew_mean          | 286          |
| time/                   |              |
|    fps                  | 925          |
|    iterations           | 214          |
|    time_elapsed         | 592          |
|    total_timesteps      | 547840       |
| train/                  |              |
|    approx_kl            | 0.0013660515 |
|    clip_fraction        | 0.0916       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.02        |
|    explained_variance   | 0.859        |
|    learning_rate        | 5e-05        |
|    loss                 | 46.5         |
|    n_updates            | 4260         |
|    policy_gradient_loss | -0.0035      |
|    std                  | 0.669        |
|    value_loss           | 93.9         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.00727     |
|    crash                | 0.185       |
|    max_step             | 0           |
|    mean_ep_length       | 116         |
|    mean_reward          | 152         |
|    num_episodes         | 5           |
|    out_of_road          | 0.993       |
|    raw_action           | 0.466645    |
|    route_completion     | 0.33        |
|    success_rate         | 0           |
|    total_cost           | 3.84        |
| time/                   |             |
|    total_timesteps      | 550000      |
| train/                  |             |
|    approx_kl            | 0.003496562 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.01       |
|    explained_variance   | 0.887       |
|    learning_rate        | 5e-05       |
|    loss                 | 35          |
|    n_updates            | 4280        |
|    policy_gradient_loss | -0.000634   |
|    std                  | 0.667       |
|    value_loss           | 78.3        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 336      |
|    ep_rew_mean     | 285      |
| time/              |          |
|    fps             | 923      |
|    iterations      | 215      |
|    time_elapsed    | 595      |
|    total_timesteps | 550400   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 335         |
|    ep_rew_mean          | 284         |
| time/                   |             |
|    fps                  | 924         |
|    iterations           | 216         |
|    time_elapsed         | 598         |
|    total_timesteps      | 552960      |
| train/                  |             |
|    approx_kl            | 0.002184467 |
|    clip_fraction        | 0.0925      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.01       |
|    explained_variance   | 0.907       |
|    learning_rate        | 5e-05       |
|    loss                 | 30.5        |
|    n_updates            | 4300        |
|    policy_gradient_loss | -0.0011     |
|    std                  | 0.669       |
|    value_loss           | 67          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 331          |
|    ep_rew_mean          | 282          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 217          |
|    time_elapsed         | 600          |
|    total_timesteps      | 555520       |
| train/                  |              |
|    approx_kl            | 0.0011787815 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.02        |
|    explained_variance   | 0.914        |
|    learning_rate        | 5e-05        |
|    loss                 | 36.4         |
|    n_updates            | 4320         |
|    policy_gradient_loss | -0.00164     |
|    std                  | 0.668        |
|    value_loss           | 68.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 330          |
|    ep_rew_mean          | 282          |
| time/                   |              |
|    fps                  | 925          |
|    iterations           | 218          |
|    time_elapsed         | 603          |
|    total_timesteps      | 558080       |
| train/                  |              |
|    approx_kl            | 0.0008625882 |
|    clip_fraction        | 0.0301       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.01        |
|    explained_variance   | 0.869        |
|    learning_rate        | 5e-05        |
|    loss                 | 40.2         |
|    n_updates            | 4340         |
|    policy_gradient_loss | -0.00227     |
|    std                  | 0.667        |
|    value_loss           | 113          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00714      |
|    crash                | 0.186        |
|    max_step             | 0            |
|    mean_ep_length       | 113          |
|    mean_reward          | 124          |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.4681309    |
|    route_completion     | 0.331        |
|    success_rate         | 0            |
|    total_cost           | 3.84         |
| time/                   |              |
|    total_timesteps      | 560000       |
| train/                  |              |
|    approx_kl            | 0.0030612038 |
|    clip_fraction        | 0.243        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.01        |
|    explained_variance   | 0.918        |
|    learning_rate        | 5e-05        |
|    loss                 | 30.7         |
|    n_updates            | 4360         |
|    policy_gradient_loss | 0.0059       |
|    std                  | 0.667        |
|    value_loss           | 67.5         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 332      |
|    ep_rew_mean     | 285      |
| time/              |          |
|    fps             | 924      |
|    iterations      | 219      |
|    time_elapsed    | 606      |
|    total_timesteps | 560640   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 324          |
|    ep_rew_mean          | 279          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 220          |
|    time_elapsed         | 609          |
|    total_timesteps      | 563200       |
| train/                  |              |
|    approx_kl            | 0.0024445232 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.01        |
|    explained_variance   | 0.897        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.3         |
|    n_updates            | 4380         |
|    policy_gradient_loss | -0.000961    |
|    std                  | 0.667        |
|    value_loss           | 91.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 317          |
|    ep_rew_mean          | 273          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 221          |
|    time_elapsed         | 612          |
|    total_timesteps      | 565760       |
| train/                  |              |
|    approx_kl            | 0.0017596644 |
|    clip_fraction        | 0.154        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.01        |
|    explained_variance   | 0.884        |
|    learning_rate        | 5e-05        |
|    loss                 | 48.7         |
|    n_updates            | 4400         |
|    policy_gradient_loss | -0.000958    |
|    std                  | 0.667        |
|    value_loss           | 113          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 312          |
|    ep_rew_mean          | 269          |
| time/                   |              |
|    fps                  | 924          |
|    iterations           | 222          |
|    time_elapsed         | 614          |
|    total_timesteps      | 568320       |
| train/                  |              |
|    approx_kl            | 0.0030000925 |
|    clip_fraction        | 0.0943       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.01        |
|    explained_variance   | 0.908        |
|    learning_rate        | 5e-05        |
|    loss                 | 40.8         |
|    n_updates            | 4420         |
|    policy_gradient_loss | -0.00346     |
|    std                  | 0.666        |
|    value_loss           | 83.3         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.00702      |
|    crash                | 0.186        |
|    max_step             | 0            |
|    mean_ep_length       | 109          |
|    mean_reward          | 135          |
|    num_episodes         | 5            |
|    out_of_road          | 0.993        |
|    raw_action           | 0.46776226   |
|    route_completion     | 0.332        |
|    success_rate         | 0            |
|    total_cost           | 3.82         |
| time/                   |              |
|    total_timesteps      | 570000       |
| train/                  |              |
|    approx_kl            | 0.0012237445 |
|    clip_fraction        | 0.0965       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2           |
|    explained_variance   | 0.914        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.9         |
|    n_updates            | 4440         |
|    policy_gradient_loss | -0.00293     |
|    std                  | 0.664        |
|    value_loss           | 80.2         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 309      |
|    ep_rew_mean     | 269      |
| time/              |          |
|    fps             | 923      |
|    iterations      | 223      |
|    time_elapsed    | 618      |
|    total_timesteps | 570880   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 309          |
|    ep_rew_mean          | 268          |
| time/                   |              |
|    fps                  | 923          |
|    iterations           | 224          |
|    time_elapsed         | 620          |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0042971866 |
|    clip_fraction        | 0.2          |
|    clip_range           | 0.1          |
|    entropy_loss         | -2           |
|    explained_variance   | 0.901        |
|    learning_rate        | 5e-05        |
|    loss                 | 48           |
|    n_updates            | 4460         |
|    policy_gradient_loss | 0.00228      |
|    std                  | 0.662        |
|    value_loss           | 98.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 305          |
|    ep_rew_mean          | 264          |
| time/                   |              |
|    fps                  | 923          |
|    iterations           | 225          |
|    time_elapsed         | 623          |
|    total_timesteps      | 576000       |
| train/                  |              |
|    approx_kl            | 0.0015476374 |
|    clip_fraction        | 0.149        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.99        |
|    explained_variance   | 0.926        |
|    learning_rate        | 5e-05        |
|    loss                 | 26.8         |
|    n_updates            | 4480         |
|    policy_gradient_loss | -0.00308     |
|    std                  | 0.661        |
|    value_loss           | 87.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 308         |
|    ep_rew_mean          | 268         |
| time/                   |             |
|    fps                  | 923         |
|    iterations           | 226         |
|    time_elapsed         | 626         |
|    total_timesteps      | 578560      |
| train/                  |             |
|    approx_kl            | 0.009310016 |
|    clip_fraction        | 0.0994      |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.99       |
|    explained_variance   | 0.932       |
|    learning_rate        | 5e-05       |
|    loss                 | 40          |
|    n_updates            | 4500        |
|    policy_gradient_loss | -0.00199    |
|    std                  | 0.66        |
|    value_loss           | 64.5        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0103      |
|    crash                | 0.183       |
|    max_step             | 0           |
|    mean_ep_length       | 139         |
|    mean_reward          | 177         |
|    num_episodes         | 5           |
|    out_of_road          | 0.99        |
|    raw_action           | 0.4670563   |
|    route_completion     | 0.334       |
|    success_rate         | 0.2         |
|    total_cost           | 3.81        |
| time/                   |             |
|    total_timesteps      | 580000      |
| train/                  |             |
|    approx_kl            | 0.001024157 |
|    clip_fraction        | 0.0896      |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.99       |
|    explained_variance   | 0.925       |
|    learning_rate        | 5e-05       |
|    loss                 | 37          |
|    n_updates            | 4520        |
|    policy_gradient_loss | -0.00215    |
|    std                  | 0.659       |
|    value_loss           | 97.7        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 301      |
|    ep_rew_mean     | 262      |
| time/              |          |
|    fps             | 921      |
|    iterations      | 227      |
|    time_elapsed    | 630      |
|    total_timesteps | 581120   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 349          |
|    ep_rew_mean          | 236          |
| time/                   |              |
|    fps                  | 920          |
|    iterations           | 228          |
|    time_elapsed         | 633          |
|    total_timesteps      | 583680       |
| train/                  |              |
|    approx_kl            | 0.0018445675 |
|    clip_fraction        | 0.0963       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.915        |
|    learning_rate        | 5e-05        |
|    loss                 | 72.7         |
|    n_updates            | 4540         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.659        |
|    value_loss           | 120          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 346          |
|    ep_rew_mean          | 232          |
| time/                   |              |
|    fps                  | 921          |
|    iterations           | 229          |
|    time_elapsed         | 636          |
|    total_timesteps      | 586240       |
| train/                  |              |
|    approx_kl            | 0.0025585615 |
|    clip_fraction        | 0.123        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.926        |
|    learning_rate        | 5e-05        |
|    loss                 | 33.2         |
|    n_updates            | 4560         |
|    policy_gradient_loss | -0.000627    |
|    std                  | 0.657        |
|    value_loss           | 81.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 350          |
|    ep_rew_mean          | 235          |
| time/                   |              |
|    fps                  | 921          |
|    iterations           | 230          |
|    time_elapsed         | 638          |
|    total_timesteps      | 588800       |
| train/                  |              |
|    approx_kl            | 0.0037802956 |
|    clip_fraction        | 0.137        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.211        |
|    learning_rate        | 5e-05        |
|    loss                 | 37           |
|    n_updates            | 4580         |
|    policy_gradient_loss | -0.00162     |
|    std                  | 0.657        |
|    value_loss           | 108          |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0102       |
|    crash                | 0.186        |
|    max_step             | 0            |
|    mean_ep_length       | 102          |
|    mean_reward          | 122          |
|    num_episodes         | 5            |
|    out_of_road          | 0.99         |
|    raw_action           | 0.46740177   |
|    route_completion     | 0.334        |
|    success_rate         | 0            |
|    total_cost           | 3.79         |
| time/                   |              |
|    total_timesteps      | 590000       |
| train/                  |              |
|    approx_kl            | 0.0015010933 |
|    clip_fraction        | 0.0909       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.387        |
|    learning_rate        | 5e-05        |
|    loss                 | 34.1         |
|    n_updates            | 4600         |
|    policy_gradient_loss | -0.00289     |
|    std                  | 0.657        |
|    value_loss           | 82.8         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 346      |
|    ep_rew_mean     | 230      |
| time/              |          |
|    fps             | 920      |
|    iterations      | 231      |
|    time_elapsed    | 642      |
|    total_timesteps | 591360   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 341         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 921         |
|    iterations           | 232         |
|    time_elapsed         | 644         |
|    total_timesteps      | 593920      |
| train/                  |             |
|    approx_kl            | 0.010426796 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.549       |
|    learning_rate        | 5e-05       |
|    loss                 | 48.6        |
|    n_updates            | 4620        |
|    policy_gradient_loss | -0.00206    |
|    std                  | 0.657       |
|    value_loss           | 79.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 341          |
|    ep_rew_mean          | 224          |
| time/                   |              |
|    fps                  | 921          |
|    iterations           | 233          |
|    time_elapsed         | 647          |
|    total_timesteps      | 596480       |
| train/                  |              |
|    approx_kl            | 0.0012091482 |
|    clip_fraction        | 0.143        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.424        |
|    learning_rate        | 5e-05        |
|    loss                 | 31.7         |
|    n_updates            | 4640         |
|    policy_gradient_loss | -0.00202     |
|    std                  | 0.656        |
|    value_loss           | 83.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | 224          |
| time/                   |              |
|    fps                  | 921          |
|    iterations           | 234          |
|    time_elapsed         | 650          |
|    total_timesteps      | 599040       |
| train/                  |              |
|    approx_kl            | 0.0042769033 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.97        |
|    explained_variance   | 0.659        |
|    learning_rate        | 5e-05        |
|    loss                 | 41.1         |
|    n_updates            | 4660         |
|    policy_gradient_loss | -0.00203     |
|    std                  | 0.656        |
|    value_loss           | 77.7         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.01         |
|    crash                | 0.187        |
|    max_step             | 0            |
|    mean_ep_length       | 144          |
|    mean_reward          | 196          |
|    num_episodes         | 5            |
|    out_of_road          | 0.99         |
|    raw_action           | 0.46735987   |
|    route_completion     | 0.337        |
|    success_rate         | 0            |
|    total_cost           | 3.76         |
| time/                   |              |
|    total_timesteps      | 600000       |
| train/                  |              |
|    approx_kl            | 0.0023131138 |
|    clip_fraction        | 0.0854       |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.97        |
|    explained_variance   | 0.551        |
|    learning_rate        | 5e-05        |
|    loss                 | 42           |
|    n_updates            | 4680         |
|    policy_gradient_loss | -0.00281     |
|    std                  | 0.656        |
|    value_loss           | 110          |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 342      |
|    ep_rew_mean     | 223      |
| time/              |          |
|    fps             | 919      |
|    iterations      | 235      |
|    time_elapsed    | 654      |
|    total_timesteps | 601600   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 337          |
|    ep_rew_mean          | 218          |
| time/                   |              |
|    fps                  | 919          |
|    iterations           | 236          |
|    time_elapsed         | 656          |
|    total_timesteps      | 604160       |
| train/                  |              |
|    approx_kl            | 0.0015935745 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.97        |
|    explained_variance   | 0.499        |
|    learning_rate        | 5e-05        |
|    loss                 | 34           |
|    n_updates            | 4700         |
|    policy_gradient_loss | -0.000906    |
|    std                  | 0.656        |
|    value_loss           | 88.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 339          |
|    ep_rew_mean          | 219          |
| time/                   |              |
|    fps                  | 920          |
|    iterations           | 237          |
|    time_elapsed         | 659          |
|    total_timesteps      | 606720       |
| train/                  |              |
|    approx_kl            | 0.0023035617 |
|    clip_fraction        | 0.169        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.561        |
|    learning_rate        | 5e-05        |
|    loss                 | 34.4         |
|    n_updates            | 4720         |
|    policy_gradient_loss | -0.000765    |
|    std                  | 0.657        |
|    value_loss           | 80.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 344         |
|    ep_rew_mean          | 222         |
| time/                   |             |
|    fps                  | 920         |
|    iterations           | 238         |
|    time_elapsed         | 661         |
|    total_timesteps      | 609280      |
| train/                  |             |
|    approx_kl            | 0.003225803 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.643       |
|    learning_rate        | 5e-05       |
|    loss                 | 21.5        |
|    n_updates            | 4740        |
|    policy_gradient_loss | -0.00104    |
|    std                  | 0.657       |
|    value_loss           | 75.6        |
-----------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.00984     |
|    crash                | 0.19        |
|    max_step             | 0           |
|    mean_ep_length       | 173         |
|    mean_reward          | 226         |
|    num_episodes         | 5           |
|    out_of_road          | 0.99        |
|    raw_action           | 0.46712315  |
|    route_completion     | 0.341       |
|    success_rate         | 0           |
|    total_cost           | 3.81        |
| time/                   |             |
|    total_timesteps      | 610000      |
| train/                  |             |
|    approx_kl            | 0.002109869 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.643       |
|    learning_rate        | 5e-05       |
|    loss                 | 27.4        |
|    n_updates            | 4760        |
|    policy_gradient_loss | 0.000831    |
|    std                  | 0.658       |
|    value_loss           | 75          |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 343      |
|    ep_rew_mean     | 219      |
| time/              |          |
|    fps             | 919      |
|    iterations      | 239      |
|    time_elapsed    | 665      |
|    total_timesteps | 611840   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 297         |
|    ep_rew_mean          | 249         |
| time/                   |             |
|    fps                  | 919         |
|    iterations           | 240         |
|    time_elapsed         | 668         |
|    total_timesteps      | 614400      |
| train/                  |             |
|    approx_kl            | 0.002942406 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.69        |
|    learning_rate        | 5e-05       |
|    loss                 | 34.1        |
|    n_updates            | 4780        |
|    policy_gradient_loss | -0.000624   |
|    std                  | 0.659       |
|    value_loss           | 73          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 304          |
|    ep_rew_mean          | 259          |
| time/                   |              |
|    fps                  | 919          |
|    iterations           | 241          |
|    time_elapsed         | 670          |
|    total_timesteps      | 616960       |
| train/                  |              |
|    approx_kl            | 0.0025508509 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.98        |
|    explained_variance   | 0.636        |
|    learning_rate        | 5e-05        |
|    loss                 | 21.4         |
|    n_updates            | 4800         |
|    policy_gradient_loss | -0.00222     |
|    std                  | 0.657        |
|    value_loss           | 63.7         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 302        |
|    ep_rew_mean          | 257        |
| time/                   |            |
|    fps                  | 920        |
|    iterations           | 242        |
|    time_elapsed         | 673        |
|    total_timesteps      | 619520     |
| train/                  |            |
|    approx_kl            | 0.01317458 |
|    clip_fraction        | 0.167      |
|    clip_range           | 0.1        |
|    entropy_loss         | -1.98      |
|    explained_variance   | 0.759      |
|    learning_rate        | 5e-05      |
|    loss                 | 33.2       |
|    n_updates            | 4820       |
|    policy_gradient_loss | -0.00117   |
|    std                  | 0.657      |
|    value_loss           | 52.5       |
----------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.00968     |
|    crash                | 0.19        |
|    max_step             | 0           |
|    mean_ep_length       | 117         |
|    mean_reward          | 153         |
|    num_episodes         | 5           |
|    out_of_road          | 0.99        |
|    raw_action           | 0.4685082   |
|    route_completion     | 0.342       |
|    success_rate         | 0           |
